[11may2024 19:17:09.216] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 43.3.0, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853, nogui]
[11may2024 19:17:09.226] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 21.0.1 by Eclipse Adoptium; OS Windows 11 arch amd64 version 10.0
[11may2024 19:17:09.718] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/bauti/Desktop/42-Server/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2363!/ Service=ModLauncher Env=SERVER
[11may2024 19:17:10.263] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\bauti\Desktop\42-Server\libraries\net\minecraftforge\fmlcore\1.19.2-43.3.0\fmlcore-1.19.2-43.3.0.jar is missing mods.toml file
[11may2024 19:17:10.268] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\bauti\Desktop\42-Server\libraries\net\minecraftforge\javafmllanguage\1.19.2-43.3.0\javafmllanguage-1.19.2-43.3.0.jar is missing mods.toml file
[11may2024 19:17:10.273] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\bauti\Desktop\42-Server\libraries\net\minecraftforge\lowcodelanguage\1.19.2-43.3.0\lowcodelanguage-1.19.2-43.3.0.jar is missing mods.toml file
[11may2024 19:17:10.276] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\bauti\Desktop\42-Server\libraries\net\minecraftforge\mclanguage\1.19.2-43.3.0\mclanguage-1.19.2-43.3.0.jar is missing mods.toml file
[11may2024 19:17:10.434] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 2 dependencies adding them to mods collection
[11may2024 19:17:11.753] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[11may2024 19:18:42.242] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: TuTaRdrgZ joined the game
[11may2024 19:21:27.139] [Server thread/INFO] [com.lgow.endofherobrine.entity.herobrine.AbstractHerobrine/]: LURKER spawned at BlockPos{x=-131, y=67, z=306}
[11may2024 19:22:48.544] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ lost connection: Disconnected
[11may2024 19:22:48.544] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: TuTaRdrgZ left the game
[11may2024 19:24:45.542] [Server thread/INFO] [net.minecraftforge.common.AdvancementLoadFix/]: Using new advancement loading for net.minecraft.server.PlayerAdvancements@2572d49f
[11may2024 19:24:45.549] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: TuTaRdrgZ[/127.0.0.1:64469] logged in with entity id 724 at (-132.97503129082904, -17.0, 323.5067610138161)
[11may2024 19:24:45.554] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: TuTaRdrgZ joined the game
[11may2024 19:26:58.256] [Server thread/INFO] [net.minecraftforge.common.AdvancementLoadFix/]: Using new advancement loading for net.minecraft.server.PlayerAdvancements@1f9e6b32
[11may2024 19:26:58.272] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: Santito[/139.47.35.56:24269] logged in with entity id 1259 at (-132.31104570900854, -17.0, 324.0104605019159)
[11may2024 19:26:58.277] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Santito joined the game
[11may2024 19:32:54.189] [Server thread/INFO] [com.lgow.endofherobrine.entity.herobrine.AbstractHerobrine/]: BUILDER spawned at BlockPos{x=73, y=82, z=296}
[11may2024 19:36:31.230] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Santito: Set own game mode to Creative Mode]
[11may2024 19:36:52.046] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Santito: Set own game mode to Survival Mode]
[11may2024 19:42:27.666] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Santito: Set the time to 1000]
[11may2024 19:48:02.336] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [TuTaRdrgZ: Set own game mode to Creative Mode]
[11may2024 19:48:04.775] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [TuTaRdrgZ: Set own game mode to Survival Mode]
[11may2024 19:48:06.046] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [TuTaRdrgZ: Set own game mode to Creative Mode]
[11may2024 19:48:06.450] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [TuTaRdrgZ: Set own game mode to Survival Mode]
[11may2024 19:48:17.731] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Santito: Set own game mode to Creative Mode]
[11may2024 19:48:18.603] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Santito: Set own game mode to Survival Mode]
[11may2024 19:48:19.387] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Santito: Set own game mode to Creative Mode]
[11may2024 19:48:19.895] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Santito: Set own game mode to Survival Mode]
[11may2024 19:48:21.195] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Santito: Set own game mode to Creative Mode]
[11may2024 19:48:21.737] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Santito: Set own game mode to Survival Mode]
[11may2024 19:48:33.241] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Santito has made the advancement [When in Rome]
[11may2024 19:48:40.540] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: TuTaRdrgZ has made the advancement [When in Rome]
[11may2024 19:51:01.690] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: Drowned['Drowned'/8583, l='ServerLevel[world]', x=-509.50, y=54.00, z=-319.50]
[11may2024 19:56:26.289] [Server thread/INFO] [net.minecraft.world.entity.npc.Villager/]: Villager Villager['Villager'/9538, l='ServerLevel[world]', x=-82.32, y=-256.00, z=-2.69] died, message: 'Villager fell out of the world'
[11may2024 19:57:09.838] [Server thread/INFO] [com.lgow.endofherobrine.entity.herobrine.AbstractHerobrine/]: LURKER spawned at BlockPos{x=-576, y=63, z=-365}
[11may2024 19:57:35.288] [Server thread/INFO] [net.minecraft.world.entity.npc.Villager/]: Villager Villager['Villager'/9692, l='ServerLevel[world]', x=-68.50, y=-256.00, z=-6.15] died, message: 'Villager fell out of the world'
[11may2024 20:05:18.393] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Santito was slain by Skeleton
[11may2024 20:05:26.471] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Santito: Teleported Santito to TuTaRdrgZ]
[11may2024 20:05:28.744] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: TuTaRdrgZ was slain by Skeleton
[11may2024 20:05:30.293] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Santito was slain by Skeleton
[11may2024 20:05:32.049] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! 460.8248498589637,-47.0,728.8000000119209
[11may2024 20:05:32.075] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! 460.8248498589637,-47.0,728.8000000119209
[11may2024 20:05:32.080] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! 460.8248498589637,-47.0,728.8000000119209
[11may2024 20:05:32.081] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! 460.8248498589637,-47.0,728.8000000119209
[11may2024 20:05:32.084] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! 460.8248498589637,-47.0,728.8000000119209
[11may2024 20:05:32.086] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! 460.8248498589637,-47.0,728.8000000119209
[11may2024 20:05:32.088] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! 460.8248498589637,-47.0,728.8000000119209
[11may2024 20:05:32.089] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! 460.8248498589637,-47.0,728.8000000119209
[11may2024 20:06:04.329] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [TuTaRdrgZ: Teleported TuTaRdrgZ to -607.500000, 64.000000, -393.500000]
[11may2024 20:06:07.904] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Santito: Teleported Santito to TuTaRdrgZ]
[11may2024 20:06:07.936] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Santito moved too quickly! -473.5652307384961,70.5,-716.3501190141565
[11may2024 20:07:57.683] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [TuTaRdrgZ: Teleported Santito to TuTaRdrgZ]
[11may2024 20:15:41.639] [Server thread/INFO] [com.lgow.endofherobrine.entity.herobrine.AbstractHerobrine/]: LURKER spawned at BlockPos{x=-578, y=62, z=-397}
[11may2024 20:19:06.288] [Server thread/INFO] [net.minecraft.world.entity.npc.Villager/]: Villager Villager['Villager'/14846, l='ServerLevel[world]', x=-70.11, y=-256.00, z=-9.82] died, message: 'Villager fell out of the world'
[11may2024 20:24:27.239] [Worker-Main-11/WARN] [net.minecraft.server.level.WorldGenRegion/]: Tried to access a block entity before it was created. BlockPos{x=-449, y=48, z=-781}
[11may2024 20:27:02.015] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: TuTaRdrgZ has made the advancement [Pic-A-Nic Basket?]
[11may2024 20:28:10.025] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [TuTaRdrgZ: Teleported TuTaRdrgZ to Santito]
[11may2024 20:28:10.026] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! -26.45764729145128,44.7531999805212,182.24731160693386
[11may2024 20:28:10.030] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! -26.45764729145128,44.7531999805212,182.24731160693386
[11may2024 20:28:10.032] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! -26.45764729145128,44.7531999805212,182.24731160693386
[11may2024 20:28:10.035] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! -26.45764729145128,44.7531999805212,182.24731160693386
[11may2024 20:28:10.037] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! -26.45764729145128,44.7531999805212,182.24731160693386
[11may2024 20:28:20.265] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: TuTaRdrgZ has made the advancement [Best Friends Forever]
[11may2024 20:28:27.346] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Santito has made the advancement [Best Friends Forever]
[11may2024 20:29:07.843] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: TuTaRdrgZ has made the advancement [The Parrots and the Bats]
[11may2024 20:29:23.763] [Worker-Main-6/WARN] [net.minecraft.server.level.WorldGenRegion/]: Tried to access a block entity before it was created. BlockPos{x=-288, y=46, z=-786}
[11may2024 20:32:21.560] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [TuTaRdrgZ: Teleported TuTaRdrgZ to Santito]
[11may2024 20:32:21.561] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! 44.65659521239104,6.0,35.085197572234165
[11may2024 20:32:21.569] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! 44.65659521239104,6.0,35.085197572234165
[11may2024 20:32:21.576] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! 44.65659521239104,6.0,35.085197572234165
[11may2024 20:32:21.582] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! 44.65659521239104,6.0,35.085197572234165
[11may2024 20:32:21.586] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ moved too quickly! 44.65659521239104,6.0,35.085197572234165
[11may2024 20:35:02.395] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [TuTaRdrgZ: Set the world spawn point to -576, 116, -667 [0.0]]
[11may2024 20:36:05.095] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: TuTaRdrgZ lost connection: Disconnected
[11may2024 20:36:05.095] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: TuTaRdrgZ left the game
[11may2024 20:36:11.542] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Santito lost connection: Disconnected
[11may2024 20:36:11.542] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Santito left the game
[11may2024 20:36:25.992] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Stopping the server
[11may2024 20:36:26.039] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Stopping server
[11may2024 20:36:26.039] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving players
[11may2024 20:36:26.040] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving worlds
[11may2024 20:36:26.650] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[world]'/minecraft:overworld
[11may2024 20:36:26.744] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_nether
[11may2024 20:36:26.746] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_end
[11may2024 20:36:26.759] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: ThreadedAnvilChunkStorage (world): All chunks are saved
[11may2024 20:36:26.760] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[11may2024 20:36:26.760] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[11may2024 20:36:26.760] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: ThreadedAnvilChunkStorage: All dimensions are saved
